0.000000	201.039695
0.100000	201.435989
0.200000	201.642060
0.300000	201.420137
0.400000	201.166509
0.500000	201.150658
0.600000	201.134806
0.700000	201.340878
0.800000	201.388434
0.900000	201.388434
1.000000	201.372581
1.100000	201.372581
1.200000	201.420137
1.300000	201.467692
1.400000	201.451840
1.500000	201.435989
1.600000	201.483543
1.700000	201.420137
1.800000	201.531100
1.900000	201.626209
2.000000	202.038354
2.100000	202.498055
2.200000	203.449157
2.300000	204.225892
2.400000	204.558780
2.500000	204.416113
2.600000	203.908858
2.700000	203.132123
2.800000	202.022502
2.900000	201.753023
3.000000	201.546951
3.100000	201.546951
3.200000	201.626209
3.300000	201.610357
3.400000	201.546951
3.500000	201.626209
3.600000	201.737171
3.700000	201.879837
3.800000	201.879837
3.900000	201.800579
4.000000	201.848134
4.100000	202.085910
4.200000	202.260279
4.300000	202.022502
4.400000	201.753023
4.500000	201.800579
4.600000	202.196871
4.700000	202.276130
4.800000	202.212724
4.900000	202.149316
5.000000	202.006651
5.100000	201.737171
5.200000	201.642060
5.300000	201.642060
5.400000	201.737171
5.500000	202.196871
5.600000	202.291982
5.700000	202.133465
5.800000	201.546951
5.900000	201.420137
6.000000	201.356729
6.100000	201.420137
6.200000	201.705468
6.300000	202.038354
6.400000	201.990799
6.500000	201.657914
6.600000	201.578654
6.700000	201.594506
6.800000	201.657914
6.900000	201.626209
7.000000	201.467692
7.100000	201.293323
7.200000	201.293323
7.300000	201.325026
7.400000	201.404286
7.500000	201.388434
7.600000	201.657914
7.700000	202.038354
7.800000	202.307833
7.900000	202.196871
8.000000	202.276130
8.100000	202.402944
8.200000	202.101762
8.300000	201.879837
8.400000	201.467692
8.500000	201.372581
8.600000	201.800579
8.700000	202.973606
8.800000	203.702785
8.900000	204.019821
9.000000	203.893007
9.100000	203.369900
9.200000	202.466350
9.300000	201.753023
9.400000	201.245769
9.500000	200.960436
9.600000	201.071398
9.700000	200.976289
9.800000	201.071398
9.900000	201.007992
10.000000	201.007992
10.100000	200.690958
10.200000	200.659253
10.300000	200.801919
10.400000	200.738513
10.500000	200.469033
10.600000	200.326368
10.700000	200.373922
10.800000	200.437330
10.900000	200.500736
11.000000	200.548291
11.100000	200.643402
11.200000	200.627550
11.300000	200.500736
11.400000	200.484885
11.500000	200.262960
11.600000	200.136148
11.700000	200.231257
11.800000	200.056888
11.900000	199.993481
12.000000	199.898371
12.100000	199.945926
12.200000	199.866668
12.300000	199.771557
12.400000	199.644743
12.500000	199.977629
12.600000	200.484885
12.700000	200.611699
12.800000	200.358071
12.900000	199.914223
13.000000	199.850815
13.100000	199.613040
13.200000	199.502078
13.300000	199.216747
13.400000	199.169192
13.500000	199.074081
13.600000	199.074081
13.700000	198.978971
13.800000	198.978971
13.900000	199.058230
14.000000	199.026525
14.100000	198.915564
14.200000	198.915564
14.300000	198.931416
14.400000	198.978971
14.500000	198.947267
14.600000	198.931416
14.700000	198.820453
14.800000	198.487568
14.900000	198.376605
15.000000	198.281495
15.100000	198.202237
15.200000	197.996164
15.300000	197.932757
15.400000	197.916904
15.500000	197.837647
15.600000	197.790092
15.700000	197.853498
15.800000	197.758387
15.900000	197.853498
16.000000	197.837647
16.100000	197.964460
16.200000	197.964460
16.300000	197.837647
16.400000	197.790092
16.500000	197.599870
16.600000	197.266985
16.700000	197.171874
16.800000	197.060911
16.900000	197.029208
17.000000	197.029208
17.100000	197.013357
17.200000	197.045060
17.300000	196.759729
17.400000	196.728026
17.500000	196.807283
17.600000	196.838988
17.700000	196.728026
17.800000	196.696323
17.900000	196.363435
18.000000	196.220770
18.100000	196.268326
18.200000	196.458546
18.300000	196.553657
18.400000	197.140171
18.500000	197.679129
18.600000	197.869350
18.700000	197.679129
18.800000	197.045060
18.900000	195.982993
19.000000	195.475739
19.100000	195.333074
19.200000	195.206260
19.300000	195.206260
19.400000	195.079446
19.500000	195.127000
19.600000	195.206260
19.700000	195.111149
19.800000	195.127000
19.900000	195.650108
20.000000	196.030550
20.100000	196.268326
20.200000	195.982993
20.300000	195.253814
20.400000	194.239304
20.500000	193.953973
20.600000	193.763752
20.700000	193.747900
20.800000	193.716197
20.900000	193.541828
21.000000	193.541828
21.100000	193.525977
21.200000	193.399163
21.300000	193.256497
21.400000	193.193090
21.500000	193.177238
21.600000	193.161387
21.700000	193.034573
21.800000	192.907759
21.900000	192.796796
22.000000	192.701687
22.100000	192.559021
22.200000	192.448059
22.300000	192.241986
22.400000	192.131025
22.500000	192.020063
22.600000	192.020063
22.700000	191.893249
22.800000	191.798138
22.900000	191.829841
23.000000	191.940803
23.100000	191.639621
23.200000	191.433549
23.300000	191.306735
23.400000	191.259179
23.500000	191.275030
23.600000	191.417696
23.700000	191.417696
23.800000	191.433549
23.900000	191.592066
24.000000	191.623769
24.100000	191.275030
24.200000	190.545851
24.300000	190.086152
24.400000	189.753264
24.500000	189.721561
24.600000	189.610599
24.700000	189.626452
24.800000	189.674007
24.900000	189.911783
25.000000	190.212966
25.100000	190.466594
25.200000	190.339780
25.300000	189.959338
25.400000	189.309416
25.500000	188.691200
25.600000	188.405869
25.700000	188.358313
25.800000	188.263203
25.900000	188.263203
26.000000	188.326610
26.100000	188.104686
26.200000	187.676688
26.300000	187.438913
26.400000	187.391357
26.500000	187.106026
26.600000	186.899955
26.700000	186.741438
26.800000	186.725586
26.900000	186.804844
27.000000	186.852398
27.100000	186.487810
27.200000	186.360996
27.300000	186.123219
27.400000	185.932999
27.500000	185.837888
27.600000	185.948851
27.700000	185.837888
27.800000	185.631817
27.900000	185.568409
28.000000	185.314781
28.100000	185.251375
28.200000	185.061155
28.300000	185.077006
28.400000	184.934341
28.500000	184.744119
28.600000	184.522196
28.700000	184.427085
28.800000	184.252716
28.900000	184.125902
29.000000	184.046643
29.100000	184.300271
29.200000	184.490491
29.300000	184.316122
29.400000	183.713757
29.500000	183.127244
29.600000	182.968725
29.700000	182.794357
29.800000	182.810208
29.900000	182.746802
30.000000	182.524877
30.100000	182.287101
30.200000	182.160288
30.300000	181.985918
30.400000	181.890809
30.500000	181.684736
30.600000	181.510367
30.700000	181.351850
30.800000	181.177480
30.900000	181.034814
31.000000	180.828743
31.100000	180.527560
31.200000	180.369043
31.300000	180.321487
31.400000	180.147118
31.500000	179.972750
31.600000	179.719122
31.700000	179.624011
31.800000	179.544753
31.900000	179.449642
32.000000	179.211866
32.100000	179.037497
32.200000	178.799721
32.300000	178.688759
32.400000	178.450984
32.500000	178.165653
32.600000	178.070542
32.700000	177.959580
32.800000	177.991283
32.900000	177.785211
33.000000	177.658397
33.100000	177.499880
33.200000	177.357214
33.300000	177.071883
33.400000	176.960921
33.500000	176.834107
33.600000	177.040180
33.700000	177.008476
33.800000	176.485368
33.900000	176.184186
34.000000	175.914706
34.100000	175.978114
34.200000	176.041520
34.300000	175.740338
34.400000	175.359896
34.500000	175.534266
34.600000	175.407452
